Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H5,2020,2020,2020,0,0,1,Import,8,Albania,ALB,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,,,504008944,,,4
H5,2020,2020,2020,0,0,2,Export,8,Albania,ALB,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,122164759,,,4
H5,2020,2020,2020,0,0,1,Import,31,Azerbaijan,AZE,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,13633195,,,0
H5,2020,2020,2020,0,0,2,Export,31,Azerbaijan,AZE,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,523303242,,,0
H5,2020,2020,2020,0,0,1,Import,32,Argentina,ARG,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,9552898,,,0
H5,2020,2020,2020,0,0,2,Export,32,Argentina,ARG,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,175325994,,,0
H5,2020,2020,2020,0,0,1,Import,36,Australia,AUS,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,262729204,,,4
H5,2020,2020,2020,0,0,2,Export,36,Australia,AUS,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,40735620,,,4
H5,2020,2020,2020,0,0,1,Import,40,Austria,AUT,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,385084440,,,4
H5,2020,2020,2020,0,0,2,Export,40,Austria,AUT,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,561438283,,,4
H5,2020,2020,2020,0,0,1,Import,51,Armenia,ARM,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,20996393,,,0
H5,2020,2020,2020,0,0,2,Export,51,Armenia,ARM,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,40038,,,0
H5,2020,2020,2020,0,0,3,Re-Export,51,Armenia,ARM,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,4727,,,0
H5,2020,2020,2020,0,0,1,Import,52,Barbados,BRB,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,71321,,,4
H5,2020,2020,2020,0,0,2,Export,52,Barbados,BRB,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,41,,,0
H5,2020,2020,2020,0,0,1,Import,56,Belgium,BEL,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,223628065,,,4
H5,2020,2020,2020,0,0,2,Export,56,Belgium,BEL,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,1192928032,,,4
H5,2020,2020,2020,0,0,1,Import,60,Bermuda,BMU,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,11489,,,0
H5,2020,2020,2020,0,0,1,Import,68,Bolivia (Plurinational State of),BOL,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,1129670,,,0
H5,2020,2020,2020,0,0,2,Export,68,Bolivia (Plurinational State of),BOL,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,1758324,,,0
H5,2020,2020,2020,0,0,1,Import,70,Bosnia Herzegovina,BIH,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,65757409,,,4
H5,2020,2020,2020,0,0,2,Export,70,Bosnia Herzegovina,BIH,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,8047679,,,0
H5,2020,2020,2020,0,0,1,Import,72,Botswana,BWA,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,2129467,,,4
H5,2020,2020,2020,0,0,2,Export,72,Botswana,BWA,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,783023,,,0
H5,2020,2020,2020,0,0,1,Import,76,Brazil,BRA,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,64754754,,,4
H5,2020,2020,2020,0,0,2,Export,76,Brazil,BRA,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,197798638,,,4
H5,2020,2020,2020,0,0,2,Export,84,Belize,BLZ,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,153644,,,0
H5,2020,2020,2020,0,0,1,Import,96,Brunei Darussalam,BRN,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,858916,,,4
H5,2020,2020,2020,0,0,1,Import,104,Myanmar,MMR,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,525261,,,4
H5,2020,2020,2020,0,0,2,Export,104,Myanmar,MMR,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,8645035,,,4
H5,2020,2020,2020,0,0,1,Import,112,Belarus,BLR,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,33563200,,,4
H5,2020,2020,2020,0,0,2,Export,112,Belarus,BLR,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,2441400,,,4
H5,2020,2020,2020,0,0,1,Import,124,Canada,CAN,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,,,227003671,,,0
H5,2020,2020,2020,0,0,2,Export,124,Canada,CAN,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,91013557,,,4
H5,2020,2020,2020,0,0,3,Re-Export,124,Canada,CAN,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,3977369,,,0
H5,2020,2020,2020,0,0,1,Import,144,Sri Lanka,LKA,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,5440137,,,4
H5,2020,2020,2020,0,0,2,Export,144,Sri Lanka,LKA,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,7353864,,,4
H5,2020,2020,2020,0,0,3,Re-Export,144,Sri Lanka,LKA,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,515372,,,0
H5,2020,2020,2020,0,0,1,Import,156,China,CHN,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,773138722,,,4
H5,2020,2020,2020,0,0,2,Export,156,China,CHN,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,7036443247,,,4
H5,2020,2020,2020,0,0,1,Import,170,Colombia,COL,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,16899110,,,0
H5,2020,2020,2020,0,0,2,Export,170,Colombia,COL,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,15966325,,,0
H5,2020,2020,2020,0,0,1,Import,191,Croatia,HRV,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,271016002,,,4
H5,2020,2020,2020,0,0,2,Export,191,Croatia,HRV,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,82936206,,,0
H5,2020,2020,2020,0,0,1,Import,196,Cyprus,CYP,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,1626517770,,,4
H5,2020,2020,2020,0,0,2,Export,196,Cyprus,CYP,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,229110422,,,4
H5,2020,2020,2020,0,0,3,Re-Export,196,Cyprus,CYP,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,143306910,,,0
H5,2020,2020,2020,0,0,1,Import,203,Czechia,CZE,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,332345255,,,4
H5,2020,2020,2020,0,0,2,Export,203,Czechia,CZE,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,486969010,,,4
H5,2020,2020,2020,0,0,1,Import,208,Denmark,DNK,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,242192075,,,4
H5,2020,2020,2020,0,0,2,Export,208,Denmark,DNK,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,461405386,,,4
H5,2020,2020,2020,0,0,1,Import,218,Ecuador,ECU,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,11751818,,,4
H5,2020,2020,2020,0,0,2,Export,218,Ecuador,ECU,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,85271381,,,0
H5,2020,2020,2020,0,0,1,Import,222,El Salvador,SLV,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,3146829,,,0
H5,2020,2020,2020,0,0,2,Export,222,El Salvador,SLV,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,2177528,,,0
H5,2020,2020,2020,0,0,1,Import,233,Estonia,EST,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,28755574,,,4
H5,2020,2020,2020,0,0,2,Export,233,Estonia,EST,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,19854060,,,4
H5,2020,2020,2020,0,0,3,Re-Export,233,Estonia,EST,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,79594,,,0
H5,2020,2020,2020,0,0,1,Import,246,Finland,FIN,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,89560737,,,4
H5,2020,2020,2020,0,0,2,Export,246,Finland,FIN,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,146351481,,,4
H5,2020,2020,2020,0,0,1,Import,251,France,FRA,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,2003001002,,,4
H5,2020,2020,2020,0,0,2,Export,251,France,FRA,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,2811174097,,,4
H5,2020,2020,2020,0,0,1,Import,268,Georgia,GEO,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,41424787,,,4
H5,2020,2020,2020,0,0,2,Export,268,Georgia,GEO,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,5865825,,,0
H5,2020,2020,2020,0,0,3,Re-Export,268,Georgia,GEO,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,1612292,,,0
H5,2020,2020,2020,0,0,4,Re-Import,268,Georgia,GEO,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,434,,,0
H5,2020,2020,2020,0,0,1,Import,276,Germany,DEU,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,2537041120,,,4
H5,2020,2020,2020,0,0,2,Export,276,Germany,DEU,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,6927547092,,,4
H5,2020,2020,2020,0,0,1,Import,320,Guatemala,GTM,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,7703898,,,4
H5,2020,2020,2020,0,0,2,Export,320,Guatemala,GTM,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,3361634,,,0
H5,2020,2020,2020,0,0,1,Import,328,Guyana,GUY,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,281630,,,4
H5,2020,2020,2020,0,0,2,Export,328,Guyana,GUY,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,1251008,,,0
H5,2020,2020,2020,0,0,3,Re-Export,328,Guyana,GUY,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,12663,,,0
H5,2020,2020,2020,0,0,1,Import,344,"China, Hong Kong SAR",HKG,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,39020308,,,4
H5,2020,2020,2020,0,0,2,Export,344,"China, Hong Kong SAR",HKG,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,162303676,,,4
H5,2020,2020,2020,0,0,1,Import,348,Hungary,HUN,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,159627397,,,4
H5,2020,2020,2020,0,0,2,Export,348,Hungary,HUN,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,538269957,,,4
H5,2020,2020,2020,0,0,1,Import,352,Iceland,ISL,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,4822035,,,4
H5,2020,2020,2020,0,0,2,Export,352,Iceland,ISL,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,5715258,,,4
H5,2020,2020,2020,0,0,1,Import,360,Indonesia,IDN,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,59664706,,,0
H5,2020,2020,2020,0,0,2,Export,360,Indonesia,IDN,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,209722443,,,4
H5,2020,2020,2020,0,0,1,Import,372,Ireland,IRL,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,77676908,,,0
H5,2020,2020,2020,0,0,2,Export,372,Ireland,IRL,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,2013371816,,,4
H5,2020,2020,2020,0,0,1,Import,376,Israel,ISR,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,375395000,,,4
H5,2020,2020,2020,0,0,2,Export,376,Israel,ISR,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,324545000,,,4
H5,2020,2020,2020,0,0,1,Import,381,Italy,ITA,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,2873329676,,,4
H5,2020,2020,2020,0,0,2,Export,381,Italy,ITA,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,4807735362,,,4
H5,2020,2020,2020,0,0,3,Re-Export,381,Italy,ITA,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,28026219,,,0
H5,2020,2020,2020,0,0,4,Re-Import,381,Italy,ITA,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,4068354,,,0
H5,2020,2020,2020,0,0,1,Import,392,Japan,JPN,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,761502998,,,4
H5,2020,2020,2020,0,0,2,Export,392,Japan,JPN,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,245166708,,,4
H5,2020,2020,2020,0,0,1,Import,400,Jordan,JOR,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,49182368,,,4
H5,2020,2020,2020,0,0,2,Export,400,Jordan,JOR,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,11322105,,,4
H5,2020,2020,2020,0,0,3,Re-Export,400,Jordan,JOR,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,100154,,,0
H5,2020,2020,2020,0,0,1,Import,404,Kenya,KEN,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,6752164,,,4
H5,2020,2020,2020,0,0,2,Export,404,Kenya,KEN,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,3901022,,,4
H5,2020,2020,2020,0,0,1,Import,410,Rep. of Korea,KOR,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,796030533,,,4
H5,2020,2020,2020,0,0,2,Export,410,Rep. of Korea,KOR,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,865955678,,,4
H5,2020,2020,2020,0,0,1,Import,414,Kuwait,KWT,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,44261985,,,4
H5,2020,2020,2020,0,0,2,Export,414,Kuwait,KWT,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,1056016,,,0
H5,2020,2020,2020,0,0,3,Re-Export,414,Kuwait,KWT,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,163399,,,0
H5,2020,2020,2020,0,0,1,Import,417,Kyrgyzstan,KGZ,300,Greece,GRC,,,,,,,,TOTAL,All Commodities,1,No Quantity,0,,,,0,,2683186,,,4
